date,flow_start,durat,prot,src_ip_addr,src_port,dst_ip_addr,dst_port,flags,tos,packets,bytes,flows,label
15/08/2011,16:43:21.106,3459,TCP,87.100.20.56,65146,147.32.84.229,13363,PA_,0,4,318,1,Background
15/08/2011,16:43:21.107,3,TCP,147.32.84.21,53125,77.78.99.23,80,FSPA_,0,5,1270,1,Background
15/08/2011,16:43:21.107,260,TCP,81224130141,62911,147.32.84.229,13363,A_,0,2,120,1,Background
15/08/2011,16:43:21.108,0,TCP,147.32.84.229,13363,81224130141,62911,PA_,0,1,63,1,Background
15/08/2011,16:43:21.108,3,TCP,147.32.84.21,53125,77.78.99.23,80,_FSPA,0,4,1004,1,Background
15/08/2011,16:43:21.110,3831,TCP,129.27.12.3,1382,147.32.84.229,13363,PA_,0,2,120,1,Background
15/08/2011,16:43:21.113,106,TCP,85.71.203.162,41304,147.32.85.34,143,PA_,0,6,560,1,Background
15/08/2011,16:43:21.120,0,TCP,204.154.94.81,443,147.32.86.155,51268,FA_,0,1,66,1,Background
15/08/2011,16:43:21.120,0,TCP,204.154.94.81,80,147.32.86.155,51273,FA_,0,1,66,1,Background
15/08/2011,16:43:21.122,0,UDP,41.134.139.90,19035,147.32.84.229,13363,INT,0,1,182,1,Background
15/08/2011,16:43:21.122,0,UDP,147.32.84.229,13363,41.134.139.90,19035,INT,0,1,62,1,Background
15/08/2011,16:43:21.123,0,TCP,204.154.94.81,443,147.32.86.155,51269,FA_,0,1,66,1,Background
15/08/2011,16:43:21.124,0,TCP,84.244.84.10,22,147.32.84.59,53569,PA_,0,1,114,1,Background
15/08/2011,16:43:21.125,0,TCP,147.32.84.59,53569,84.244.84.10,22,A_,0,1,78,1,Background
15/08/2011,16:43:21.133,299,TCP,65.55.17.39,80,147.32.84.59,50918,SPA_,0,4,1915,1,Background
15/08/2011,16:43:21.137,767,TCP,95.49.30.56,18715,147.32.85.84,13716,PA_,0,6,910,1,Background
15/08/2011,16:43:21.137,806,TCP,147.32.85.84,13716,95.49.30.56,18715,PA_,0,8,1019,1,Background
15/08/2011,16:43:21.137,933,TCP,147.32.85.84,13716,83.9.189.10,21956,PA_,0,7,965,1,Background
15/08/2011,16:43:21.140,4717,TCP,62.168.92.250,8000,147.32.84.184,39319,PA_,0,55,79622,1,Background
15/08/2011,16:43:21.141,4717,TCP,147.32.84.184,39319,62.168.92.250,8000,A_,0,55,3300,1,Background
15/08/2011,16:43:21.149,16,TCP,164.8.32.159,54992,147.32.84.59,64131,PA_,0,2,180,1,Background
15/08/2011,16:43:21.154,0,UDP,84.252.30.202,63783,147.32.84.229,13363,INT,0,1,174,1,Background
15/08/2011,16:43:21.154,3900,TCP,195.239.111.73,5222,147.32.84.59,1079,A_,0,3,180,1,Background
15/08/2011,16:43:21.155,3843,TCP,147.32.84.59,1079,195.239.111.73,5222,PA_,0,3,195,1,Background
15/08/2011,16:43:21.155,0,UDP,147.32.84.229,13363,84.252.30.202,63783,INT,0,1,62,1,Background
15/08/2011,16:43:21.156,0,TCP,147.32.3.51,1447,147.32.87.22,10010,A_,0,1,60,1,Background
15/08/2011,16:43:21.157,4675,UDP,147.32.80.13,514,147.32.84.138,2990,INT,0,25,23101,1,Background
15/08/2011,16:43:21.157,4675,ICMP,NULL,NULL,NULL,NULL,URP,0,2,1017,1,Background
15/08/2011,16:43:21.161,575,TCP,147.32.86.186,7277,216.93.180.52,80,PA_,0,3,696,1,Background
15/08/2011,16:43:21.162,36,TCP,147.32.84.21,57034,194.79.54.61,80,FPA_,0,4,1484,1,Background
15/08/2011,16:43:21.163,36,TCP,194.79.54.61,80,147.32.84.21,57034,FPA_,0,6,6172,1,Background
15/08/2011,16:43:21.164,0,UDP,200.114.179.55,14422,147.32.84.229,13363,INT,0,1,60,1,Background
15/08/2011,16:43:21.181,4467,TCP,195.250.146.99,554,147.32.84.59,49253,PA_,0,65,93405,1,Background
15/08/2011,16:43:21.182,4473,TCP,194.79.54.46,80,147.32.84.59,60916,PA_,0,6,780,1,Background
15/08/2011,16:43:21.183,4468,TCP,147.32.84.59,49253,195.250.146.99,554,A_,0,17,1020,1,Background
15/08/2011,16:43:21.188,241,TCP,74125232207,443,147.32.84.59,56451,PA_,0,5,579,1,Background
15/08/2011,16:43:21.191,1878,UDP,111.252.70.38,29619,147.32.84.229,13363,INT,0,3,192,1,Background
15/08/2011,16:43:21.192,1878,UDP,147.32.84.229,13363,111.252.70.38,29619,INT,0,3,748,1,Background
15/08/2011,16:43:21.197,0,TCP,147.32.84.68,53889,174.121.79.174,80,RA_,0,1,60,1,Background
15/08/2011,16:43:21.197,199,TCP,147.32.84.68,53890,68.233.5.80,80,FA_,0,2,120,1,Background
15/08/2011,16:43:21.208,0,UDP,147.32.84.138,46073,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:21.208,0,UDP,147.32.84.138,46869,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:21.208,0,UDP,147.32.80.9,53,147.32.84.138,46073,INT,0,1,133,1,Background
15/08/2011,16:43:21.208,0,UDP,147.32.80.9,53,147.32.84.138,46869,INT,0,1,133,1,Background
15/08/2011,16:43:21.211,2806,TCP,82.103.138.49,63688,147.32.84.229,13363,PA_,0,12,1056,1,Background
15/08/2011,16:43:21.211,0,UDP,59180149148,23230,147.32.86.239,161,INT,0,1,120,1,Background
15/08/2011,16:43:21.212,0,UDP,147.32.84.229,13363,91.7.242.187,33218,INT,0,1,145,1,Background
15/08/2011,16:43:21.212,1058,TCP,83.9.189.10,21956,147.32.85.84,13716,PA_,0,6,902,1,Background
15/08/2011,16:43:21.215,0,UDP,147.32.84.138,52331,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:21.215,0,UDP,147.32.84.138,41452,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:21.215,0,UDP,147.32.80.9,53,147.32.84.138,52331,INT,0,1,133,1,Background
15/08/2011,16:43:21.215,0,UDP,147.32.80.9,53,147.32.84.138,41452,INT,0,1,133,1,Background
15/08/2011,16:43:21.216,0,UDP,84.49.216.14,34648,147.32.84.229,13363,INT,0,1,75,1,Background
15/08/2011,16:43:21.217,0,UDP,147.32.84.59,52996,94.236.130.72,38437,INT,0,1,81,1,Background
15/08/2011,16:43:21.217,0,UDP,147.32.84.229,13363,84.49.216.14,34648,INT,0,1,60,1,Background
15/08/2011,16:43:21.217,4540,TCP,61.245.172.61,12036,147.32.86.44,10966,PA_,0,9,540,1,Background
15/08/2011,16:43:21.222,0,UDP,147.32.84.138,41443,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:21.223,0,UDP,147.32.84.138,37707,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:21.223,0,UDP,147.32.80.9,53,147.32.84.138,41443,INT,0,1,133,1,Background
15/08/2011,16:43:21.223,0,UDP,147.32.80.9,53,147.32.84.138,37707,INT,0,1,133,1,Background
15/08/2011,16:43:21.225,479,UDP,208.54.86.164,17507,147.32.84.229,13363,INT,0,2,541,1,Background
15/08/2011,16:43:21.225,480,UDP,147.32.84.229,13363,208.54.86.164,17507,INT,0,2,121,1,Background
15/08/2011,16:43:21.229,2978,UDP,78.93.31.114,49505,147.32.84.229,13363,INT,0,4,554,1,Background
15/08/2011,16:43:21.229,0,UDP,147.32.84.138,40513,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:21.229,0,UDP,147.32.84.138,48039,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:21.229,0,UDP,147.32.80.9,53,147.32.84.138,40513,INT,0,1,133,1,Background
15/08/2011,16:43:21.229,0,UDP,147.32.80.9,53,147.32.84.138,48039,INT,0,1,133,1,Background
15/08/2011,16:43:21.229,4003,TCP,147.32.84.229,13363,212.118.142.95,38211,PA_,0,7,546,1,Background
15/08/2011,16:43:21.229,489,TCP,193.86.86.253,50665,147.32.84.229,443,PA_,0,3,220,1,Background
15/08/2011,16:43:21.230,0,UDP,147.32.84.229,13363,96.47.117.203,27170,INT,0,1,72,1,Background
15/08/2011,16:43:21.233,0,UDP,147.32.84.138,34351,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:21.233,0,UDP,147.32.84.138,57028,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:21.234,0,UDP,147.32.80.9,53,147.32.84.138,34351,INT,0,1,133,1,Background
15/08/2011,16:43:21.234,0,UDP,147.32.80.9,53,147.32.84.138,57028,INT,0,1,133,1,Background
15/08/2011,16:43:21.235,502,TCP,31.35.60.144,4949,147.32.84.118,6881,S_,0,2,124,1,Background
15/08/2011,16:43:21.235,502,TCP,147.32.84.118,6881,31.35.60.144,4949,RA_,0,2,120,1,Background
15/08/2011,16:43:21.235,2,TCP,147.32.84.21,54292,77.78.99.22,80,FSPA_,0,5,1014,1,Background
15/08/2011,16:43:21.236,2,TCP,147.32.84.21,54292,77.78.99.22,80,_FSPA,0,4,1004,1,Background
15/08/2011,16:43:21.238,0,UDP,147.32.84.138,56650,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:21.238,0,UDP,147.32.84.138,36410,147.32.80.9,53,INT,0,1,81,1,Background
15/08/2011,16:43:21.238,0,UDP,147.32.80.9,53,147.32.84.138,56650,INT,0,1,133,1,Background
15/08/2011,16:43:21.238,0,UDP,147.32.80.9,53,147.32.84.138,36410,INT,0,1,133,1,Background
15/08/2011,16:43:21.240,8,TCP,147.32.84.21,57036,194.79.54.61,80,FPA_,0,13,1312,1,Background
15/08/2011,16:43:21.240,2,TCP,147.32.84.21,57037,194.79.54.61,80,FPA_,0,3,660,1,Background
15/08/2011,16:43:21.241,1,TCP,147.32.84.21,60478,194.79.52.196,80,PA_,0,2,1202,1,Background
15/08/2011,16:43:21.241,8,TCP,194.79.54.61,80,147.32.84.21,57036,FPA_,0,23,30081,1,Background
15/08/2011,16:43:21.241,1,TCP,194.79.54.61,80,147.32.84.21,57037,FPA_,0,5,2351,1,Background
15/08/2011,16:43:21.242,0,TCP,194.79.52.196,80,147.32.84.21,60478,PA_,0,1,947,1,Background
15/08/2011,16:43:21.246,0,UDP,169.229.70.201,123,147.32.84.7,33287,INT,0,1,90,1,Background
15/08/2011,16:43:21.248,0,UDP,147.32.86.20,54574,147.32.80.9,53,INT,0,1,76,1,Background
15/08/2011,16:43:21.248,0,UDP,147.32.80.9,53,147.32.86.20,54574,INT,0,1,208,1,Background
15/08/2011,16:43:21.249,889,TCP,147.32.86.20,3967,193.93.174.21,80,FSPA_,0,26,1706,1,Background
15/08/2011,16:43:21.266,872,TCP,147.32.86.20,3967,193.93.174.21,80,_FSPA,0,73,96510,1,Background
15/08/2011,16:43:21.266,0,UDP,68.62.105.247,65382,147.32.84.229,13363,INT,0,1,73,1,Background
15/08/2011,16:43:21.266,0,UDP,147.32.84.229,13363,68.62.105.247,65382,INT,0,1,60,1,Background
15/08/2011,16:43:21.283,0,UDP,94.236.130.72,38437,147.32.84.59,52996,INT,0,1,60,1,Background
15/08/2011,16:43:21.287,102,TCP,46.107.227.3,51713,147.32.84.229,13363,PA_,0,3,225,1,Background
15/08/2011,16:43:21.287,50,TCP,147.32.84.229,13363,46.107.227.3,51713,PA_,0,2,214,1,Background
15/08/2011,16:43:21.295,3189,TCP,147.32.84.229,13363,87.100.20.56,65146,PA_,0,4,275,1,Background
15/08/2011,16:43:21.296,4,TCP,212.71.132.10,37423,147.32.84.229,443,PA_,0,2,120,1,Background
15/08/2011,16:43:21.306,0,TCP,88.86.102.50,5269,147.32.84.130,57651,A_,0,1,66,1,Background
15/08/2011,16:43:21.306,0,TCP,147.32.84.130,57651,88.86.102.50,5269,A_,0,1,66,1,Background
15/08/2011,16:43:21.307,0,TCP,82.16.90.207,49563,147.32.84.229,13363,PA_,0,1,60,1,Background
15/08/2011,16:43:21.318,798,TCP,66.249.72.237,48223,147.32.84.242,443,SPA_,0,14,1506,1,Background
15/08/2011,16:43:21.318,695,TCP,147.32.84.242,443,66.249.72.237,48223,SPA_,0,15,15823,1,Background
15/08/2011,16:43:21.319,226,TCP,129.11.229.180,49267,147.32.84.229,13363,PA_,0,3,189,1,Background
15/08/2011,16:43:21.331,1027,TCP,41.236.235.35,49739,147.32.84.229,443,PA_,0,3,184,1,Background
15/08/2011,16:43:21.331,1167,TCP,147.32.84.229,443,41.236.235.35,49739,PA_,0,3,189,1,Background
15/08/2011,16:43:21.331,4431,TCP,74125232206,80,147.32.84.21,55289,PA_,0,4,1584,1,Background
15/08/2011,16:43:21.332,4430,TCP,74125232206,80,147.32.84.21,55288,PA_,0,4,1584,1,Background
15/08/2011,16:43:21.340,183,TCP,66.220.151.92,80,147.32.86.77,33591,PA_,0,2,395,1,Background
15/08/2011,16:43:21.340,0,UDP,82.13.126.161,8070,147.32.84.229,13363,INT,0,1,193,1,Background
15/08/2011,16:43:21.341,0,UDP,147.32.84.229,13363,82.13.126.161,8070,INT,0,1,62,1,Background
15/08/2011,16:43:21.343,283,TCP,90202171134,52054,147.32.84.229,13363,A_,0,2,120,1,Background
15/08/2011,16:43:21.346,0,UDP,147.32.86.77,53791,147.32.80.9,53,INT,0,1,86,1,Background
15/08/2011,16:43:21.346,0,UDP,147.32.80.9,53,147.32.86.77,53791,INT,0,1,130,1,Background
15/08/2011,16:43:21.347,0,UDP,147.32.86.77,44863,147.32.80.9,53,INT,0,1,99,1,Background
15/08/2011,16:43:21.347,0,UDP,147.32.80.9,53,147.32.86.77,44863,INT,0,1,149,1,Background
15/08/2011,16:43:21.348,0,UDP,147.32.86.77,41378,147.32.80.9,53,INT,0,1,86,1,Background
15/08/2011,16:43:21.348,0,UDP,147.32.80.9,53,147.32.86.77,41378,INT,0,1,272,1,Background
15/08/2011,16:43:21.349,0,TCP,147.32.86.77,33591,66.220.151.92,80,PA_,0,1,1178,1,Background
15/08/2011,16:43:21.350,0,UDP,147.32.86.186,53163,147.32.80.9,53,INT,0,1,79,1,Background
15/08/2011,16:43:21.353,8,TCP,147.32.84.21,50217,194.79.52.204,80,FSPA_,0,5,1514,1,Background
15/08/2011,16:43:21.354,0,TCP,74125232218,80,147.32.86.165,60829,PA_,0,2,2546,1,Background
15/08/2011,16:43:21.355,7,TCP,147.32.84.21,50217,194.79.52.204,80,_FSPA,0,4,765,1,Background
15/08/2011,16:43:21.357,0,UDP,200.2.132.42,34884,147.32.84.229,13363,INT,0,1,155,1,Background
15/08/2011,16:43:21.358,0,UDP,147.32.84.229,13363,200.2.132.42,34884,INT,0,1,81,1,Background
15/08/2011,16:43:21.359,194,TCP,199.47.217.147,80,147.32.86.131,35113,PA_,0,2,311,1,Background
15/08/2011,16:43:21.360,0,TCP,147.32.86.131,35113,199.47.217.147,80,PA_,0,1,325,1,Background
15/08/2011,16:43:21.370,3053,UDP,221.182.46.35,3900,147.32.84.229,13363,INT,0,3,213,1,Background
15/08/2011,16:43:21.371,3052,UDP,147.32.84.229,13363,221.182.46.35,3900,INT,0,3,185,1,Background
15/08/2011,16:43:21.374,0,UDP,200.106.220.38,16179,147.32.84.229,13363,INT,0,2,428,1,Background
15/08/2011,16:43:21.375,4014,UDP,147.32.84.229,13363,92.231.38.7,36266,INT,0,2,370,1,Background
15/08/2011,16:43:21.377,1996,UDP,147.32.84.229,13363,68.102.27.213,30535,INT,0,2,144,1,Background
15/08/2011,16:43:21.388,0,UDP,96.47.117.203,27170,147.32.84.229,13363,INT,0,1,60,1,Background
15/08/2011,16:43:21.388,129,TCP,147.32.84.229,443,193.86.86.253,50665,PA_,0,2,121,1,Background
15/08/2011,16:43:21.391,2004,UDP,87142244219,51655,147.32.84.229,13363,INT,0,2,374,1,Background
15/08/2011,16:43:21.392,3622,TCP,147.32.84.229,13363,109.43.27.137,56664,PA_,0,4,331,1,Background
15/08/2011,16:43:21.397,0,TCP,68.233.5.80,80,147.32.84.68,53890,FA_,0,1,60,1,Background
15/08/2011,16:43:21.403,4996,TCP,78.80.14.227,22,147.32.84.3,46808,PA_,0,46,5212,1,Background
15/08/2011,16:43:21.403,4997,TCP,147.32.84.3,46808,78.80.14.227,22,PA_,0,36,2424,1,Background
15/08/2011,16:43:21.403,0,TCP,202.81.69.132,58384,147.32.84.229,13363,S_,0,1,74,1,Background
15/08/2011,16:43:21.404,2954,TCP,147.32.84.229,13363,202.81.69.132,58384,SA_,0,2,156,1,Background
15/08/2011,16:43:21.407,0,UDP,118.111.97.9,34066,147.32.84.229,13363,INT,0,1,75,1,Background
15/08/2011,16:43:21.407,0,UDP,147.32.84.229,13363,118.111.97.9,34066,INT,0,1,60,1,Background
15/08/2011,16:43:21.407,4001,UDP,147.32.84.229,13363,41214111198,33799,INT,0,2,156,1,Background
15/08/2011,16:43:21.408,0,TCP,74125232205,80,147.32.86.183,52523,PA_,0,1,384,1,Background
15/08/2011,16:43:21.418,0,UDP,147.32.80.9,53,147.32.86.186,53163,INT,0,1,317,1,Background
